H1,H2,H3,H4,H5,H6,DD1,DD2,DD3,DD4,DD5,UD1,UD2,UD3,UD4,UD5,user_id
0.3389830508474576,0.39800995024875624,0.3335221900156048,0.503448275862069,0.45664739884393063,0.23113207547169812,0.1614619727854302,1.0,0.13730717626646952,0.8279504919399717,0.35856047461801094,0.20431622419397732,1.0,0.09967852932636523,0.9875533361698665,0.37194202682644284,1
0.4406779661016949,0.23383084577114427,0.23389867871224232,0.3793103448275862,0.3930635838150289,0.2358490566037736,0.15117777069718624,1.0,0.1331252318116532,0.9061172464585281,0.35605305871159126,0.16985324661908957,1.0,0.11379965431426696,1.0,0.38758444851540536,1
0.3898305084745763,0.263681592039801,0.3465165610551738,0.5517241379310345,0.45664739884393063,0.22169811320754718,0.14397882923541547,0.6236298410985068,0.12336736141708175,0.3208950974972313,0.30715844853640795,0.17231488787443872,0.7456980245651453,0.08057347787214522,0.37187170514127144,0.3006821057989468,1
0.2598870056497175,0.1890547263681592,0.3551794750815532,0.45517241379310347,0.4161849710982659,0.2783018867924528,0.11723990380598116,0.2255867721292085,0.12754930587189808,0.2437568529065507,0.299636200817149,0.16862242599141503,0.30446840360424277,0.08389609551635739,0.29675854615578284,0.30242015265327593,1
0.3107344632768362,0.31343283582089554,0.2902076198837081,0.4413793103448276,0.5202312138728323,0.33490566037735847,0.08433045712360049,0.18639215921100624,0.1080335650827552,0.19850241608001806,0.24948788268875585,0.11815878025675797,0.23459040933441655,0.07309758817266783,0.24504128914938084,0.20161343510218396,1
0.384180790960452,0.30845771144278605,0.35951093209474283,0.46206896551724136,0.4393063583815029,0.3490566037735849,0.11826832401480557,0.1628753914600849,0.11151851879510215,0.23450026355566903,0.3660827223372699,0.14277519281024922,0.2086357257484811,0.06396038965108435,0.28444491353521095,0.38758444851540536,1
0.3389830508474576,0.31343283582089554,0.2598874207913804,0.496551724137931,0.41040462427745666,0.3113207547169811,0.11621148359715677,0.2935241011874257,0.11570046324991848,0.31163850814634964,0.35856047461801094,0.15016011657629658,0.35737602783711114,0.08804936757162261,0.37064034187921424,0.3858464016610762,1
0.3559322033898305,0.26865671641791045,0.32052781897603577,0.45517241379310347,0.3179190751445087,0.11320754716981132,0.09358623900302006,0.2099089269619276,0.11012453731016338,0.27049811103132,0.379873509822578,0.11938960088443253,0.27052766353032714,0.06977497052845566,0.3287739909692698,0.4432019478539389,1
0.4350282485875706,0.30845771144278605,0.22956722169905266,0.3724137931034483,0.5202312138728323,0.2688679245283019,0.10284202088243961,0.24736155708376528,0.11082152805263276,0.20570198557514827,0.25826383836122463,0.11323549774605972,0.30546666066524025,0.08804936757162261,0.2659744646043531,0.21377976308248817,1
0.4124293785310734,0.3681592039800995,0.32052781897603577,0.4482758620689655,0.3236994219653179,0.2358490566037736,0.08433045712360049,0.21165090975829212,0.10663958359781643,0.27564066067069865,0.3184418201152964,0.09600400895861586,0.2525590364323719,0.06562169847319044,0.3361621705416129,0.35629960513748027,1
